x1	x2	x3	n	t	s11	s12	s13	s22	s23	s33	cfs	dip	stk	rk
5.9871	-0.8023	4.2377	1392	1.0	-898000.0	-494100.0	-173100.0	-897500.0	182600.0	935600.0	-838769.7774763495	90.0	355.0	80.0
6.2361	-3.7314	5.4723	1393	1.0	204300.0	294900.0	-168600.0	117200.0	104300.0	-313200.0	286043.42259946564	75.0	100.0	160.0
5.0392	0.10455	4.509	1394	1.0	-2953000.0	-2826000.0	864100.0	-3214000.0	294200.0	3035000.0	1379174.4680341077	55.0	60.0	0.0
6.151	-2.6562	6.9932	1395	1.0	5299.0	189900.0	7392.0	798800.0	-364200.0	-286800.0	-102040.85230856281	80.0	130.0	90.0
5.2759	-0.17609	4.4507	1396	1.0	-1128000.0	-843200.0	427100.0	-1443000.0	252100.0	2316000.0	-1432529.0170373772	45.0	20.0	-60.0
8.0271	-3.2505	5.8272	1397	1.0	57830.0	158300.0	25740.0	497300.0	-234000.0	-110700.0	90084.46160611568	60.0	40.0	100.0
6.3375	-0.84989	4.9847	1398	1.0	-459700.0	105300.0	326900.0	1026000.0	-723300.0	-327100.0	184566.19715243846	60.0	120.0	-130.0
3.1424	-0.67112	5.7983	1399	1.0	1252000.0	623000.0	486500.0	-1373000.0	1788000.0	210000.0	676192.4257113885	70.0	120.0	-170.0
8.7149	1.0329	5.9247	1400	1.0	-192600.0	-49510.0	318400.0	319100.0	-211600.0	475400.0	-100932.93368991293	55.0	90.0	-160.0
6.8356	-1.6767	5.2195	1401	1.0	-18210.0	310400.0	67920.0	909500.0	-443000.0	-257600.0	29434.77501497895	30.0	100.0	10.0
5.4363	0.60491	4.3487	1402	1.0	-310300.0	292900.0	483800.0	1012000.0	-708400.0	73090.0	1008837.5422080543	20.0	45.0	-90.0
7.1409	-1.292	6.6579	1403	1.0	-151500.0	58220.0	143400.0	622200.0	-404700.0	112000.0	-10409.186124950902	30.0	140.0	-90.0
6.3463	-3.9669	5.7506	1404	1.0	197700.0	295900.0	-153900.0	154100.0	52880.0	-308500.0	239118.47691610616	35.0	130.0	-140.0
7.1717	-1.2841	8.7534	1405	1.0	79990.0	-51330.0	174100.0	344800.0	-261000.0	176000.0	-42574.50651763557	20.0	25.0	70.0
7.1632	-1.7347	6.005	1406	1.0	-112500.0	133200.0	101500.0	723500.0	-409000.0	-50020.0	544273.6422229742	65.0	150.0	-70.0
7.1884	-3.1483	6.4406	1407	1.0	28000.0	190400.0	12590.0	607900.0	-274400.0	-180100.0	205101.0661640505	50.0	70.0	-30.0
0.92809	5.4556	6.3618	1408	1.0	-891100.0	-58980.0	-198400.0	-402200.0	-92090.0	-433500.0	-518103.291056916	75.0	100.0	-120.0
1.6222	1.0748	7.1075	1409	1.0	-9273000.0	-7544000.0	3580000.0	-11320000.0	2471000.0	9102000.0	7553856.477023072	15.0	345.0	50.0
2.6193	4.3705	5.4732	1410	1.0	-583300.0	-621600.0	-557400.0	-1479000.0	-36480.0	595700.0	-1394590.558567042	30.0	155.0	-70.0
2.9895	3.4329	6.6788	1411	1.0	-343100.0	-533600.0	-552300.0	-989600.0	-372800.0	647400.0	-1392623.4701221292	55.0	160.0	-90.0
0.88386	2.3512	5.3807	1412	1.0	-22480.0	-482900.0	1628000.0	638300.0	219900.0	1077000.0	1845246.8731891485	25.0	55.0	170.0
0.24973	3.7043	6.6138	1413	1.0	-386900.0	412600.0	-79290.0	1574000.0	-1209000.0	-1404000.0	1643504.1946315686	65.0	355.0	-65.0
4.03	5.8498	3.5776	1414	1.0	-522200.0	-511000.0	113400.0	-432900.0	706600.0	718900.0	-630739.9875397921	45.0	135.0	-80.0
2.9541	4.2037	8.4202	1415	1.0	243700.0	29010.0	-230000.0	-80420.0	-166300.0	243500.0	188374.98680272434	30.0	100.0	40.0
1.1068	4.108	6.5282	1416	1.0	65790.0	509400.0	-470600.0	-407500.0	-417000.0	-386900.0	-610470.0568685085	70.0	60.0	10.0
0.31491	4.272	4.3616	1417	1.0	371300.0	-392400.0	-281200.0	-976800.0	-21770.0	878500.0	-544498.8475410852	65.0	35.0	-70.0
2.3543	0.90943	6.7953	1418	1.0	-3643000.0	-5606000.0	2115000.0	-6160000.0	515400.0	11040000.0	-10405504.620421788	80.0	145.0	-60.0
1.2852	3.8606	6.4832	1419	1.0	368500.0	424200.0	-604700.0	-835300.0	-420900.0	-332800.0	429309.0444794684	65.0	95.0	-60.0
3.4992	3.067	9.0697	1420	1.0	354200.0	66250.0	-19480.0	99500.0	-118000.0	438100.0	98546.1601649512	50.0	15.0	-40.0
3.66	1.519	5.0193	1421	1.0	-3593000.0	-2118000.0	825400.0	-1602000.0	-506900.0	-2072000.0	-1960529.577625944	10.0	125.0	160.0
4.5704	3.7932	5.0706	1422	1.0	-1048000.0	-803300.0	42270.0	-615000.0	164100.0	1606000.0	-798176.6511386408	70.0	360.0	20.0
2.0046	3.399	5.2361	1423	1.0	-460300.0	-386100.0	-1241000.0	-2711000.0	900100.0	518600.0	-2570765.795770392	55.0	170.0	-70.0
-0.90577	3.7647	5.1226	1424	1.0	459300.0	-132600.0	316800.0	-454700.0	1114000.0	350700.0	1051754.7064002834	25.0	140.0	-80.0
0.030535	2.3736	2.6236	1425	1.0	12170.0	49350.0	501400.0	319100.0	496200.0	81730.0	-330823.4453078996	90.0	355.0	80.0
-0.23055	0.096408	5.4859	1426	1.0	348400.0	363800.0	77300.0	-233300.0	89960.0	-1338000.0	582306.6028660741	45.0	150.0	-70.0
3.7535	4.7517	2.7237	1427	1.0	-524400.0	-448800.0	117100.0	-627400.0	1498000.0	2963000.0	1852531.5442308062	15.0	130.0	-90.0
1.161	4.8841	8.8361	1428	1.0	649700.0	264100.0	137800.0	238600.0	-10990.0	28940.0	-76596.71850613666	45.0	40.0	10.0
0.32436	2.268	8.9222	1429	1.0	1387000.0	275100.0	456100.0	685900.0	504700.0	1157000.0	-50264.8799788474	30.0	335.0	-100.0
2.5252	4.2166	3.4842	1430	1.0	-3416000.0	-3550000.0	1539000.0	-5137000.0	671000.0	5487000.0	-6311016.373538706	45.0	140.0	-80.0
1.9987	1.8414	3.3999	1431	1.0	-105000.0	-174000.0	775800.0	-13130.0	573000.0	1380000.0	1466558.532836771	45.0	65.0	150.0
1.3867	1.2328	6.9434	1432	1.0	-4682000.0	-5573000.0	2099000.0	-7853000.0	1144000.0	4283000.0	736153.2668220871	75.0	70.0	-30.0
1.4621	4.9246	6.3964	1433	1.0	-466800.0	52790.0	-351700.0	-628600.0	-219300.0	-171800.0	-451581.70607651013	50.0	15.0	-90.0
-4.5013	8.7952	5.7445	1434	1.0	-713800.0	-734200.0	-343700.0	956700.0	-1928000.0	-2172000.0	828360.9829342351	60.0	80.0	-70.0
-1.7268	8.0566	5.6013	1435	1.0	-1825000.0	-2262000.0	663400.0	-5023000.0	958400.0	-2460000.0	-4394567.656052217	65.0	170.0	-20.0
-0.7904	8.015	4.7926	1436	1.0	-2215000.0	-2335000.0	484400.0	-3330000.0	788500.0	-2674000.0	-3555699.94301576	60.0	120.0	-110.0
-3.7536	8.8108	2.4146	1437	1.0	399200.0	-59080.0	654000.0	852500.0	-1214000.0	1203000.0	425994.05168165965	60.0	330.0	-100.0
-3.2782	6.8647	5.6442	1438	1.0	-12620.0	-2009000.0	4918000.0	1940000.0	-80530.0	8385000.0	-3289285.6588830715	50.0	345.0	-70.0
-4.187	6.8854	6.1607	1439	1.0	1293000.0	-316900.0	3401000.0	1572000.0	1180000.0	1803000.0	4926462.497299594	20.0	70.0	-120.0
-1.2258	7.3477	7.2116	1440	1.0	-1286000.0	-811900.0	-353500.0	-647000.0	-25130.0	-1235000.0	-1352953.9715230279	45.0	140.0	-80.0
-2.3011	7.6574	7.5499	1441	1.0	-956800.0	-500200.0	-196800.0	-736100.0	366000.0	-1219000.0	-844339.145112612	5.0	60.0	20.0
-4.4001	8.1235	6.0121	1442	1.0	-613900.0	-1836000.0	2970000.0	1206000.0	-2370000.0	6594000.0	-2196418.5176568273	55.0	150.0	-70.0
-2.6198	7.3062	6.9295	1443	1.0	-2042000.0	-1433000.0	-223300.0	-2773000.0	601100.0	-1492000.0	-2972443.9752329965	60.0	150.0	-40.0
-4.7073	8.8758	7.7457	1444	1.0	-222300.0	-506400.0	415900.0	-2829000.0	1704000.0	-3313000.0	222266.498850825	90.0	320.0	-90.0
-2.6058	5.7372	5.0947	1445	1.0	358100.0	201900.0	1746000.0	1673000.0	1711000.0	5578000.0	3373022.4723602636	55.0	140.0	-180.0
-2.0909	6.187	6.156	1446	1.0	-13460000.0	-13420000.0	8810000.0	-15400000.0	4462000.0	24910000.0	-9040634.744240424	40.0	100.0	-130.0
-1.3498	5.0664	3.7227	1447	1.0	570900.0	319300.0	-141300.0	1377000.0	1188000.0	2834000.0	681511.6815558282	45.0	125.0	-90.0
-4.3186	6.2092	2.7261	1448	1.0	718100.0	489300.0	1235000.0	383000.0	461100.0	559800.0	1506109.3217981302	15.0	25.0	160.0
-1.967	6.8731	5.2764	1449	1.0	-14960000.0	-14680000.0	8094000.0	-18520000.0	4137000.0	18360000.0	-6309286.83259592	70.0	60.0	-60.0
-1.7248	9.7078	4.0503	1450	1.0	-530500.0	-786000.0	169300.0	-2165000.0	968200.0	-1710000.0	-1871627.342963641	65.0	165.0	-60.0
-3.6194	9.667	7.7528	1451	1.0	-498500.0	-767100.0	-222700.0	-1687000.0	67260.0	-1389000.0	-1173432.476253638	45.0	125.0	-100.0
-1.1247	3.6295	3.7772	1452	1.0	358100.0	38270.0	182800.0	802700.0	727800.0	264800.0	1104081.8203092988	85.0	335.0	-120.0
-4.9382	9.1864	4.3301	1453	1.0	1269000.0	-9308.0	374700.0	1556000.0	-1127000.0	162800.0	1880562.3471183963	30.0	10.0	-60.0
-0.62544	7.1234	6.6677	1454	1.0	-2159000.0	-1097000.0	-431700.0	-618700.0	-37100.0	-1402000.0	-908858.4504121004	85.0	315.0	100.0
-3.4085	8.4071	6.416	1455	1.0	-1944000.0	-1722000.0	274100.0	-4772000.0	1861000.0	-2340000.0	-4619087.703952422	70.0	140.0	-100.0
-3.4511	8.52	6.6297	1456	1.0	-1939000.0	-1731000.0	49680.0	-4470000.0	1361000.0	-2499000.0	-3480054.483655882	55.0	140.0	-80.0
-4.3402	8.4493	6.1492	1457	1.0	-767000.0	-1301000.0	1858000.0	-2589000.0	1434000.0	2877000.0	-479605.5659535115	10.0	50.0	-20.0
-3.0942	6.2622	4.9391	1458	1.0	1878000.0	370500.0	2975000.0	1331000.0	889600.0	5490000.0	-482309.91802526545	80.0	145.0	-60.0
-0.74537	6.8171	5.0969	1459	1.0	-5411000.0	-2978000.0	1425000.0	-2672000.0	1077000.0	-3566000.0	-1850807.7290282235	65.0	20.0	-40.0
-10.321	15.371	3.2487	1460	1.0	151100.0	-25360.0	137600.0	269100.0	-69880.0	243900.0	246489.09918244614	90.0	5.0	100.0
-4.3299	10.862	6.0964	1461	1.0	-351900.0	-246300.0	218200.0	-1621000.0	650000.0	-1256000.0	-490446.69862837135	40.0	150.0	-110.0
-6.0593	16.674	4.7481	1462	1.0	110400.0	-50150.0	3022.0	-374200.0	305000.0	446800.0	-380275.5709675762	70.0	345.0	-150.0
-7.4389	8.0527	3.8944	1463	1.0	853000.0	331100.0	486000.0	487300.0	81350.0	-376900.0	850386.235611124	35.0	130.0	-120.0
-3.7769	12.165	2.867	1464	1.0	290700.0	229500.0	55360.0	657400.0	-66650.0	-90170.0	149649.8568690858	65.0	60.0	-110.0
-6.5837	10.191	4.2384	1465	1.0	686000.0	148300.0	148900.0	835900.0	-74290.0	283800.0	694062.6474858851	45.0	160.0	-50.0
-6.9885	13.887	5.3335	1466	1.0	-206700.0	-42000.0	-212600.0	-809500.0	325000.0	-183100.0	103457.05665901068	80.0	295.0	40.0
-5.1807	10.134	3.0861	1467	1.0	683100.0	-11370.0	-13530.0	873800.0	-521700.0	-21400.0	753741.1514421148	10.0	360.0	-90.0
-7.1549	12.093	3.7684	1468	1.0	387700.0	-2512.0	36250.0	438000.0	5318.0	660800.0	377303.849004294	10.0	175.0	-70.0
-5.2339	8.206	6.6185	1469	1.0	3619000.0	-858300.0	2424000.0	31000.0	364800.0	6699000.0	-2133703.2339507393	55.0	10.0	-70.0
-6.9184	11.312	5.4402	1470	1.0	235500.0	-831600.0	49170.0	-1497000.0	628900.0	2511000.0	-2342275.6235634084	75.0	170.0	-80.0
-9.74	15.069	7.8395	1471	1.0	218800.0	263000.0	-183500.0	-69970.0	143400.0	81170.0	131181.63257887572	55.0	180.0	-20.0
-7.1616	12.326	3.1009	1472	1.0	251100.0	-44830.0	26300.0	376800.0	50760.0	471200.0	161351.45124156843	55.0	350.0	-80.0
-9.2464	10.767	5.6146	1473	1.0	450100.0	273700.0	-32520.0	366500.0	90050.0	-676900.0	752477.3541070665	50.0	135.0	-100.0
-9.578	13.202	6.4583	1474	1.0	-807100.0	-967400.0	777000.0	-1707000.0	621300.0	1614000.0	-751552.9279096791	35.0	140.0	-90.0
-8.1395	15.672	5.3698	1475	1.0	76850.0	-70840.0	-272100.0	-696700.0	115700.0	95800.0	-213665.78633957528	45.0	115.0	-80.0
-6.1445	10.61	5.5803	1476	1.0	-1204000.0	-1184000.0	463300.0	-1300000.0	-162400.0	1852000.0	-960789.2438530074	55.0	70.0	-110.0
-5.5788	13.61	4.9279	1477	1.0	-219000.0	-208800.0	-42010.0	-681500.0	264500.0	43690.0	-62160.09275620837	25.0	145.0	-120.0
-8.7048	11.069	6.2401	1478	1.0	339800.0	317000.0	259700.0	513300.0	351700.0	-790400.0	970201.5949675711	55.0	145.0	-90.0
-5.8667	10.445	3.2248	1479	1.0	574500.0	-19270.0	52400.0	661800.0	-247500.0	133900.0	196598.99326495503	25.0	100.0	40.0
-7.7367	12.203	7.2872	1480	1.0	-6364.0	212400.0	-418400.0	-792800.0	223200.0	-122000.0	216723.33720044614	75.0	220.0	170.0
-7.9418	15.185	3.6847	1481	1.0	-161000.0	-120800.0	-177700.0	-450700.0	340100.0	149400.0	-181304.35510911522	40.0	125.0	-110.0
-7.4965	12.989	5.6033	1482	1.0	656400.0	339100.0	-302200.0	-1339000.0	778900.0	-778400.0	-297008.8820139244	50.0	160.0	-90.0
-5.7426	14.469	2.6304	1483	1.0	560600.0	-129600.0	-69350.0	97830.0	-26670.0	1937000.0	1372719.1940044132	15.0	20.0	40.0
-8.9999	14.938	3.082	1484	1.0	154600.0	67620.0	74780.0	402700.0	-97530.0	373400.0	152723.90904311603	85.0	170.0	100.0
-7.3258	14.906	7.6791	1485	1.0	186300.0	141900.0	-171900.0	-433600.0	-12060.0	76490.0	-31759.615861705577	30.0	105.0	-130.0
4.9622	-4.342	5.4237	1486	1.0	240400.0	272700.0	-114200.0	-33700.0	51080.0	-241100.0	320355.8610317904	40.0	325.0	-80.0
6.3721	-3.5627	6.2239	1487	1.0	85220.0	287000.0	-140600.0	208400.0	77590.0	-339800.0	369197.317809989	45.0	160.0	-70.0
5.545	-5.0266	5.2251	1488	1.0	201700.0	221500.0	-91220.0	34630.0	10170.0	-134500.0	-91924.79181101514	20.0	195.0	0.0
7.1266	-5.399	8.0482	1489	1.0	143000.0	138800.0	-35260.0	315400.0	-116400.0	-141000.0	350402.48608323344	85.0	355.0	50.0
5.2261	-2.3385	5.0626	1490	1.0	456400.0	395600.0	-312200.0	-212300.0	474500.0	-483700.0	697265.6675271285	50.0	120.0	-130.0
4.6602	-2.1366	6.8227	1491	1.0	-117200.0	82810.0	152500.0	-344500.0	316000.0	-27810.0	-113964.49186749855	60.0	160.0	-60.0
7.6464	-3.3346	5.8224	1492	1.0	52950.0	229800.0	6237.0	595000.0	-248500.0	-201900.0	369201.8492222105	90.0	340.0	-10.0
7.267	-3.6827	7.2094	1493	1.0	80430.0	158200.0	14430.0	508300.0	-219200.0	-187700.0	61671.37287022241	80.0	80.0	-160.0
5.7138	-2.2831	4.5935	1494	1.0	390600.0	375800.0	-298300.0	-55950.0	413300.0	-372000.0	697742.3097113634	55.0	105.0	-120.0
7.1803	-2.2298	7.7601	1495	1.0	33600.0	40670.0	113200.0	509700.0	-289700.0	-19650.0	-40386.17290496087	40.0	120.0	-160.0
6.8582	-3.0337	9.0902	1496	1.0	38860.0	-74320.0	194700.0	430200.0	-248100.0	-6484.0	49425.63467955718	70.0	120.0	-100.0
4.7799	-4.7806	8.0427	1497	1.0	360400.0	303100.0	-337800.0	210700.0	-40670.0	-133600.0	393958.88318803906	55.0	155.0	-100.0
5.8504	-5.1501	4.8532	1498	1.0	197800.0	206500.0	-81910.0	45550.0	7681.0	-120300.0	-119073.30679017049	50.0	65.0	-40.0
7.2295	-2.6376	4.5176	1499	1.0	150300.0	258600.0	-155400.0	230500.0	-14350.0	-172200.0	225744.85816286097	90.0	275.0	80.0
7.4159	-2.7777	7.159	1500	1.0	29140.0	99330.0	65580.0	532200.0	-271800.0	-85990.0	384959.54387622676	80.0	40.0	-20.0
6.3322	-4.785	4.1729	1501	1.0	199700.0	187600.0	-79730.0	78100.0	14330.0	-111000.0	332336.59650329925	70.0	100.0	-120.0
5.4547	-4.7268	5.5137	1502	1.0	213900.0	250000.0	-107800.0	22540.0	27160.0	-188900.0	293361.46131096967	50.0	120.0	-140.0
12.126	-1.7126	9.075	1503	1.0	85200.0	-13280.0	92500.0	140000.0	-90800.0	127600.0	17372.99570222308	70.0	110.0	-150.0
6.7423	-4.7254	7.843	1504	1.0	155000.0	184300.0	-23640.0	424500.0	-153800.0	-259000.0	445550.9874703848	70.0	120.0	-140.0
7.6887	-3.283	8.2579	1505	1.0	58730.0	27970.0	91440.0	406400.0	-214700.0	-35810.0	130298.17114971197	50.0	135.0	-140.0
6.6611	-3.6381	6.1578	1506	1.0	179800.0	346000.0	-196300.0	376900.0	-48450.0	-433200.0	-40809.99188116094	80.0	185.0	100.0
8.7124	-1.4819	4.9753	1507	1.0	-40800.0	47290.0	184400.0	534900.0	-340500.0	135800.0	17449.373985722952	80.0	130.0	-40.0
5.6656	-7.0556	4.7439	1508	1.0	155600.0	128700.0	-34480.0	36950.0	-20120.0	-2008.0	-38306.817129141506	75.0	350.0	-130.0
7.5375	-3.2248	7.9633	1509	1.0	57570.0	51040.0	85380.0	447800.0	-230800.0	-62380.0	152664.11711304274	40.0	155.0	-110.0
5.5649	-3.9477	6.2923	1510	1.0	223700.0	360400.0	-161500.0	119200.0	120200.0	-431200.0	288856.0909708297	50.0	0.0	-10.0
8.5518	-3.1341	8.1371	1511	1.0	56490.0	17320.0	80120.0	337100.0	-194700.0	32790.0	273374.9899583034	60.0	25.0	-70.0
4.7109	5.7915	4.6481	1512	1.0	-700900.0	-494200.0	92290.0	-285900.0	376600.0	814300.0	-84351.39754446723	70.0	40.0	-120.0
5.2096	-1.6625	6.3363	1513	1.0	-750100.0	-70930.0	313900.0	819400.0	-484200.0	56000.0	498302.55912064714	65.0	195.0	0.0
4.7874	1.5325	8.2729	1514	1.0	-82320.0	-101700.0	-25430.0	201500.0	-311700.0	551800.0	-255933.3660128517	40.0	150.0	-100.0
2.6909	4.3941	6.9365	1515	1.0	-182900.0	-207200.0	-522400.0	-718400.0	-254800.0	330900.0	-201751.8009961629	75.0	40.0	-100.0
2.2366	-2.8329	7.2022	1516	1.0	204900.0	90700.0	-312500.0	-917400.0	-184700.0	-698000.0	-630844.2402170954	25.0	90.0	100.0
2.6702	2.0019	7.5163	1517	1.0	62450.0	-245300.0	-406000.0	-299900.0	-374000.0	555700.0	-413527.61112470174	45.0	130.0	-40.0
4.6903	-3.0297	7.5645	1518	1.0	-49900.0	55070.0	21860.0	145600.0	63810.0	-315700.0	-92932.19809765053	35.0	30.0	-10.0
4.1423	1.6832	3.3549	1519	1.0	-4085000.0	-3583000.0	1815000.0	-4240000.0	1083000.0	5218000.0	-8499133.886060493	70.0	125.0	-90.0
3.292	0.92177	4.3228	1520	1.0	-340000.0	-19500.0	283100.0	431100.0	1652000.0	3091000.0	-236560.4861874153	75.0	175.0	-30.0
3.2871	2.8755	7.3928	1521	1.0	-215000.0	-415400.0	-449200.0	-434300.0	-458300.0	521500.0	-766478.9074496935	60.0	135.0	-70.0
3.8366	1.8293	6.8223	1522	1.0	-1015000.0	-746900.0	-316200.0	-127600.0	-572600.0	768200.0	711444.5422146851	15.0	330.0	-90.0
5.7413	-0.55545	8.5556	1523	1.0	136500.0	-43600.0	245100.0	420600.0	-332200.0	240500.0	211933.07128829457	70.0	5.0	-110.0
2.9972	1.4542	2.4714	1524	1.0	-853500.0	-602600.0	133900.0	-375200.0	657700.0	1201000.0	107927.50711749715	85.0	335.0	-140.0
2.7675	3.8288	7.9387	1525	1.0	187900.0	-48570.0	-354100.0	-265200.0	-262400.0	258900.0	130846.56109545597	40.0	30.0	-40.0
2.0025	2.434	3.4405	1526	1.0	-36380.0	-415100.0	586100.0	168500.0	320700.0	1533000.0	-92795.04594368569	45.0	155.0	-110.0
0.25183	0.54513	7.0423	1527	1.0	-579200.0	-50100.0	-599800.0	-1148000.0	-256900.0	-2926000.0	-1573405.1451558948	15.0	70.0	-80.0
2.5798	1.7685	7.0529	1528	1.0	-539800.0	-715800.0	-611400.0	-779300.0	-551000.0	671500.0	-261913.9406618755	40.0	40.0	-170.0
3.2437	1.3859	6.6219	1529	1.0	-1446000.0	-1201000.0	-350900.0	-597700.0	-494800.0	999100.0	-1686463.473247942	80.0	85.0	-130.0
0.33032	-0.66221	7.2519	1530	1.0	-532100.0	-248800.0	-440100.0	-992300.0	-99390.0	-1515000.0	-773870.6612393379	90.0	360.0	-70.0
0.36687	5.0666	5.0234	1531	1.0	-3293000.0	-2275000.0	2076000.0	-2363000.0	334600.0	2000000.0	-4344827.256314026	85.0	165.0	-50.0
2.2262	1.683	5.0905	1532	1.0	-2589000.0	-2819000.0	2277000.0	-1410000.0	59290.0	9237000.0	-3912719.634251333	75.0	80.0	-160.0
1.0806	4.4944	1.2614	1533	1.0	-81600.0	210000.0	-467200.0	30660.0	-263600.0	512400.0	110114.92738054163	80.0	270.0	-160.0
1.0413	1.0588	5.0614	1534	1.0	963700.0	491400.0	1359000.0	-124000.0	1023000.0	54980.0	954670.2232169192	50.0	150.0	-100.0
5.3758	1.8705	5.4214	1535	1.0	-1403000.0	-698000.0	318400.0	274600.0	-541600.0	1465000.0	-1021371.7321008386	40.0	150.0	-70.0
1.5821	3.0033	3.911	1536	1.0	84960.0	270200.0	962100.0	1002000.0	151700.0	1723000.0	-41461.53424093922	75.0	235.0	-110.0
7.6825	2.6743	4.937	1537	1.0	-409400.0	-163400.0	596400.0	316400.0	-66280.0	887300.0	177024.34737408237	30.0	185.0	-80.0
-1.8401	7.4322	3.0289	1538	1.0	1158000.0	562800.0	-336200.0	2037000.0	-1707000.0	4632000.0	-256972.02854047134	55.0	85.0	-140.0
-4.0007	5.1073	6.0049	1539	1.0	-772900.0	-160700.0	8014.0	457000.0	-181600.0	-2853000.0	-285323.9411133542	30.0	55.0	-110.0
0.68878	7.3639	6.0193	1540	1.0	-2007000.0	-899800.0	-517800.0	-470800.0	-61760.0	-714200.0	246055.0310363382	40.0	40.0	-30.0
-1.8682	4.0107	5.8274	1541	1.0	705800.0	304200.0	961000.0	-1561000.0	1650000.0	-928200.0	-1326024.706868872	60.0	35.0	-70.0
-2.0079	6.7831	5.904	1542	1.0	-4833000.0	-5242000.0	517800.0	-6116000.0	699300.0	1184000.0	-4695133.704936653	35.0	5.0	-80.0
-2.0249	3.8779	5.9875	1543	1.0	782700.0	322900.0	694600.0	-1632000.0	1293000.0	-2058000.0	20940.742719497997	75.0	115.0	-140.0
-2.212	5.6155	8.4337	1544	1.0	960500.0	3631.0	2617000.0	1175000.0	624000.0	3189000.0	3666591.179840603	50.0	85.0	160.0
1.5154	7.5468	4.559	1545	1.0	-1588000.0	-773900.0	94670.0	-654000.0	207400.0	-121300.0	-969881.4811226947	45.0	155.0	-90.0
-0.28934	4.3099	2.8824	1546	1.0	273300.0	-41390.0	-152200.0	747700.0	532100.0	920200.0	-26424.79636863561	25.0	5.0	-60.0
2.2283	6.8698	6.5532	1547	1.0	-906700.0	-315100.0	-445000.0	-275700.0	-58320.0	28900.0	-629716.7511700909	15.0	95.0	-140.0
-0.76435	7.7746	7.0112	1548	1.0	-1380000.0	-962500.0	-559000.0	-684800.0	-260500.0	-1210000.0	176111.3973893799	35.0	50.0	-40.0
-1.8961	8.36	8.3585	1549	1.0	-415100.0	-273300.0	-267300.0	-214200.0	113400.0	-881700.0	-95485.1993864048	50.0	20.0	-140.0
-2.1639	2.9016	3.0419	1550	1.0	209300.0	294900.0	357900.0	591900.0	585300.0	-465400.0	1106061.33524643	30.0	140.0	-90.0
-2.2859	7.4743	5.1402	1551	1.0	-15800000.0	-14030000.0	5488000.0	-16120000.0	3430000.0	18870000.0	-20550179.360164244	45.0	150.0	-110.0
-2.8528	3.9757	9.1745	1552	1.0	-1741000.0	-4654000.0	5750000.0	-3007000.0	817100.0	12620000.0	-4339431.8644629065	45.0	145.0	-70.0
0.2339	7.0158	7.6605	1553	1.0	-529600.0	-105900.0	-358400.0	54260.0	-35620.0	-634500.0	305610.34301086736	85.0	40.0	-50.0
-4.9395	5.5494	9.1892	1554	1.0	-9277000.0	-14820000.0	8048000.0	-18570000.0	5749000.0	29310000.0	-4121299.61088532	85.0	55.0	-100.0
-2.5574	7.5794	7.6701	1555	1.0	-828600.0	-183400.0	-59340.0	-448300.0	801700.0	-1045000.0	-23141.540067679714	15.0	130.0	-90.0
-0.90088	5.1971	8.0473	1556	1.0	930100.0	327500.0	1099000.0	1076000.0	-268000.0	245700.0	1202911.4949167257	70.0	290.0	-150.0
-1.6376	6.0746	4.9363	1557	1.0	-1585000.0	-4433000.0	590400.0	-2166000.0	136700.0	19750000.0	-2274722.0391800227	30.0	125.0	-110.0
-0.32541	6.0722	5.2968	1558	1.0	-3776000.0	320800.0	1457000.0	624700.0	517100.0	-2639000.0	782055.4008920976	35.0	135.0	-110.0
-2.647	3.3068	5.7404	1559	1.0	291200.0	112100.0	-142400.0	-1038000.0	-99610.0	-2266000.0	-232406.38097232778	55.0	30.0	-70.0
-0.019927	3.7222	4.5426	1560	1.0	880800.0	-350000.0	129500.0	-318800.0	437000.0	724900.0	-612840.6723374395	50.0	0.0	-10.0
-0.35637	9.7944	6.6481	1561	1.0	-734600.0	-1013000.0	-341900.0	-1167000.0	-323100.0	-347500.0	-1816109.7595539892	45.0	160.0	-50.0
-1.8821	6.2452	8.4553	1562	1.0	749800.0	202500.0	1539000.0	526000.0	801900.0	1481000.0	-391152.7151264994	60.0	45.0	-60.0
-1.6598	8.5084	7.335	1563	1.0	-959200.0	-847700.0	-414500.0	-1019000.0	-248400.0	-1212000.0	-256422.65840819705	90.0	40.0	-10.0
-7.1947	9.9409	3.7918	1564	1.0	709100.0	124400.0	385800.0	569100.0	23900.0	37900.0	526610.1295407086	45.0	190.0	-60.0
-7.0277	10.238	7.1574	1565	1.0	-3022000.0	-2894000.0	1614000.0	-4087000.0	1609000.0	3630000.0	-6186501.195810424	60.0	135.0	-70.0
-3.3213	11.088	4.853	1566	1.0	41560.0	53860.0	121200.0	-1303000.0	465900.0	-1092000.0	151399.68367956643	85.0	55.0	-110.0
-5.8243	10.173	2.9094	1567	1.0	572400.0	-59650.0	138200.0	609900.0	-293800.0	131200.0	504460.7033076761	70.0	150.0	-70.0
-6.3876	8.9732	7.1658	1568	1.0	-1741000.0	-1309000.0	2656000.0	-1161000.0	1389000.0	2336000.0	-1987787.9003512128	60.0	115.0	-140.0
-8.3363	12.865	8.2678	1569	1.0	352800.0	371200.0	-132000.0	-185000.0	185300.0	54280.0	468351.2446141987	55.0	120.0	-110.0
