n	x1	x2	x3	t	s11	s12	s13	s22	s23	s33	cfs	dip	stk	rk
486	-9.715477354771556	17.420400510315098	3.542751599678774	1.0	-215400.0	-141100.0	-262300.0	-711300.0	227500.0	-22830.0	-596031.128178372	65.0	25.0	10.0
487	-9.77956819911334	14.80027813784621	2.757376117308407	1.0	328300.0	87400.0	-316300.0	-205500.0	192000.0	162600.0	228548.71445157935	65.0	115.0	-120.0
488	-11.290508920983088	14.95443740943249	1.7064767190419652	1.0	114400.0	-44450.0	153600.0	240200.0	-33270.0	302500.0	237196.5712987539	10.0	130.0	-100.0
489	-6.035864768617342	14.730328044246294	4.177192467318447	1.0	117600.0	-52080.0	61500.0	228400.0	-29080.0	94090.0	70327.25309203863	85.0	150.0	-70.0
490	-7.534092393767755	16.70964299132065	1.338249655953213	1.0	-13260.0	-156300.0	-19420.0	-440900.0	269800.0	552900.0	-239244.49883739784	20.0	40.0	-50.0
491	-8.653245259922736	17.986797016435673	1.6549163353641072	1.0	-2325000.0	-2680000.0	1335000.0	-2919000.0	699300.0	3885000.0	-1914372.97685111	85.0	330.0	-150.0
492	-5.593494383857213	13.51934016397622	3.213627908631903	1.0	-292800.0	-413100.0	54490.0	-721900.0	308500.0	1150000.0	-701180.4780797658	65.0	105.0	-150.0
493	-8.127281873574718	16.30573713003791	1.213994671849378	1.0	-130600.0	-155900.0	4156.0	217100.0	21850.0	711200.0	-338513.5448638893	65.0	100.0	-120.0
494	-8.211590765229223	17.243596027830385	0.8942663106716702	1.0	-538100.0	-358300.0	85000.0	-89740.0	67960.0	-282400.0	-158099.14700393187	35.0	70.0	-110.0
495	-6.518659824631973	16.35647435623392	2.261956894232754	1.0	-261300.0	-230200.0	-31990.0	-36870.0	-16290.0	-422600.0	-241205.63435113942	10.0	140.0	-140.0
496	-7.583357384165871	16.63227426111231	3.03190068579681	1.0	425500.0	8801.0	81960.0	172600.0	287000.0	1351000.0	1115184.4198655062	20.0	355.0	60.0
497	-7.013796870683508	16.858829700360516	3.203014119573953	1.0	452900.0	100300.0	-249600.0	71370.0	241700.0	964400.0	64232.87239338405	35.0	315.0	-110.0
498	-6.4262412205032895	14.20449028517224	0.9829551013123508	1.0	331500.0	57110.0	-38100.0	-21790.0	411100.0	788500.0	226531.50135932514	55.0	105.0	-120.0
499	-7.3697841997900495	16.235198155778654	1.4443579345002202	1.0	-341000.0	-200400.0	-215800.0	61000.0	-89230.0	-2963.0	-163203.63666345584	10.0	350.0	150.0
500	-6.564008363696139	13.529415655674145	1.7646494059440585	1.0	-1950000.0	-1259000.0	1155000.0	-906100.0	549800.0	1281000.0	-918303.686285312	55.0	90.0	-170.0
501	-7.658071148941121	16.872132901893686	2.8019138995212205	1.0	-226200.0	-298100.0	-92070.0	-180800.0	47420.0	62970.0	-174553.0719508575	70.0	20.0	-20.0
502	-8.500739472847002	14.678638763696409	1.6951678309788505	1.0	488700.0	106600.0	-279000.0	133700.0	216700.0	1084000.0	-88655.59074881728	70.0	160.0	-80.0
503	-7.021170846726294	14.976233350480348	3.0365644252379678	1.0	-212600.0	-248900.0	-63570.0	111300.0	-85040.0	200100.0	80919.13827027567	75.0	190.0	-70.0
504	-4.119402174770928	16.823840808324118	0.7690820574059214	1.0	308000.0	-41870.0	-336100.0	-53730.0	-1386.0	910200.0	86562.69503457713	40.0	40.0	-30.0
505	-6.729182635314068	15.724901705728463	1.6007556904888869	1.0	-38960.0	-209900.0	52080.0	-7093.0	154700.0	162800.0	-99913.1249050757	50.0	100.0	-90.0
506	-7.598952626476304	11.554654604250054	3.016272074641451	1.0	-1524000.0	-1637000.0	1056000.0	-1965000.0	670200.0	3118000.0	-2839174.3098282344	50.0	130.0	-120.0
507	10.459704699316593	-1.131603343500427	2.0104602402772103	1.0	336300.0	-57780.0	166200.0	330700.0	72580.0	333200.0	231837.3415766988	50.0	115.0	-110.0
508	5.238484680663461	-0.1693719322539731	0.1239987692977097	1.0	365000.0	126900.0	208900.0	437300.0	-163700.0	44160.0	323745.8504710386	40.0	110.0	-130.0
509	5.425565002030602	-0.3030012398829397	1.4541481577528526	1.0	344900.0	-134300.0	-184400.0	-84780.0	-80370.0	32140.0	-244674.87414540158	80.0	120.0	110.0
510	8.904618104391405	-1.0747287774010774	0.3717645726722889	1.0	180900.0	-276700.0	-549500.0	-982700.0	115500.0	243700.0	-799891.0271315989	60.0	15.0	-40.0
511	7.696545165338234	2.7773296434292813	2.688635839479204	1.0	915200.0	176900.0	-63970.0	483600.0	-54150.0	1440.0	761438.1590605392	80.0	130.0	-20.0
512	7.326319329920528	0.5190114244019467	1.5214309192298272	1.0	114500.0	70470.0	847700.0	728300.0	-22950.0	361700.0	204641.03008092707	10.0	140.0	-140.0
513	8.47227038786737	-1.0922844624858998	2.494331352791358	1.0	-481700.0	-994800.0	730600.0	-1823000.0	102800.0	2175000.0	-257108.64000451565	20.0	20.0	-30.0
514	5.602198462933362	-1.2303756175183278	2.804362314437145	1.0	-15890.0	-93200.0	292800.0	567900.0	-423200.0	520400.0	-273051.1429596301	75.0	100.0	-110.0
515	9.661738066715396	-2.030095268686136	2.607136064930189	1.0	323800.0	5080.0	-394000.0	-501400.0	537000.0	27290.0	-288174.98377649544	25.0	120.0	50.0
516	6.254170228642832	0.8047371287485702	1.4704751648241332	1.0	248500.0	116000.0	87440.0	486300.0	-222100.0	-44510.0	201848.0101584912	50.0	120.0	-150.0
517	7.467969255479937	-0.5946346788939808	3.925840113517982	1.0	101900.0	-515600.0	-552800.0	-2779000.0	509400.0	-530400.0	-2101487.161515112	50.0	15.0	-90.0
518	6.555655432671934	0.2472380470093469	1.973804435846089	1.0	-128500.0	103100.0	316200.0	1015000.0	-646000.0	179900.0	-61567.162588542895	90.0	280.0	120.0
519	6.180654215611694	-1.2192187926011755	2.3365948173570223	1.0	-10860.0	-194300.0	-598000.0	-1739000.0	602200.0	-386900.0	296224.3397738569	65.0	80.0	-130.0
520	6.863582684231232	0.701615966654917	4.249178603883487	1.0	334500.0	-29050.0	-415100.0	-645800.0	306900.0	20290.0	-162987.54981327048	50.0	130.0	-130.0
521	8.168014289211937	-1.807063283978544	0.8577649096652377	1.0	-644800.0	-240800.0	647800.0	984500.0	-800600.0	954400.0	-808956.5005270245	55.0	100.0	-100.0
522	8.1948493591775	-0.6074207719929575	4.598821167142135	1.0	574800.0	94050.0	-105800.0	109500.0	-127800.0	11300.0	86043.30284289789	30.0	130.0	-100.0
523	8.644982703809251	1.153035033969679	3.498265550334914	1.0	-128800.0	-3130.0	337400.0	640800.0	-457000.0	323000.0	857702.1837546877	75.0	35.0	15.0
524	6.553554389806401	3.0258491248440404	3.4666726163601678	1.0	95880.0	10520.0	702900.0	606200.0	-231300.0	503600.0	597132.5781186488	20.0	175.0	-50.0
525	5.5571718384259405	2.166859955956292	3.1003281322344622	1.0	-434600.0	-251000.0	1308000.0	586000.0	214000.0	1860000.0	203277.99227300845	30.0	30.0	-10.0
526	5.322712885386607	0.4214169620882195	2.942844754267361	1.0	-150700.0	-290400.0	1657000.0	1237000.0	-637900.0	3569000.0	-652823.7039356753	80.0	265.0	180.0
527	7.187401077191589	-0.9145562181872626	2.2507386893425583	1.0	719500.0	284000.0	-464000.0	-810900.0	1260000.0	-45880.0	-9796.389366946034	55.0	90.0	-60.0
528	3.5488771113546624	-0.7279639632788202	2.6958894285449158	1.0	336200.0	321900.0	-394600.0	-411900.0	169100.0	-358600.0	319623.3788267552	70.0	140.0	-90.0
529	6.453427377077025	1.3027292273780684	4.496068417484257	1.0	-9228.0	-250600.0	-74920.0	-402000.0	789200.0	374600.0	-129535.7691359493	90.0	80.0	-180.0
530	5.7397125852195625	1.2607323276485758	4.926356584100856	1.0	-852400.0	-356800.0	729200.0	738400.0	-722500.0	1286000.0	612704.9197808669	40.0	5.0	-50.0
531	0.994171223414934	3.682705865192789	3.352994258260228	1.0	-1315000.0	-455300.0	542500.0	769400.0	-819800.0	1231000.0	-1245487.8354073951	55.0	90.0	-160.0
532	1.3017884505867443	4.654115133020022	5.910289082743129	1.0	333600.0	-148600.0	429100.0	681200.0	-163100.0	1188000.0	103758.86415641845	90.0	340.0	-10.0
533	0.7322419882379068	3.78719068280211	1.2360712852139888	1.0	-407200.0	155000.0	-322800.0	-917100.0	-327600.0	-363000.0	-654100.3470435211	45.0	145.0	-80.0
534	4.217143079027783	5.793049140964567	5.486790264077581	1.0	-361200.0	59820.0	-215800.0	-17920.0	71660.0	397400.0	458353.10155509005	10.0	130.0	170.0
535	3.1618472809264064	3.8548207430010897	2.6111283179285665	1.0	-735500.0	-468100.0	-154700.0	-416500.0	189300.0	713900.0	-340559.58559548866	40.0	25.0	-60.0
536	2.081009838738719	3.1427511112491806	3.12482996207224	1.0	-5108000.0	-6176000.0	2907000.0	-7574000.0	367200.0	8624000.0	-1600914.922195581	45.0	20.0	-110.0
537	-0.9151853077243586	7.098407542665735	2.117442943184311	1.0	-644500.0	-549200.0	613100.0	382300.0	97140.0	1641000.0	278290.9031969721	40.0	175.0	-50.0
538	1.7145346217497244	2.6141721825417528	3.2862875436705945	1.0	-189400.0	-151500.0	-908700.0	389600.0	-1099000.0	1895000.0	-589737.2595889299	15.0	80.0	-170.0
539	2.055045562088935	6.205570451731617	2.7294760520797934	1.0	-194500.0	-346300.0	652700.0	336000.0	329900.0	1406000.0	64754.72849233163	45.0	10.0	-100.0
540	4.710684016533067	3.8717097147643584	3.1806753468756037	1.0	-268600.0	-483500.0	-48260.0	-1249000.0	267100.0	-243900.0	18027.34141637062	30.0	65.0	-170.0
541	3.5474838536120554	5.003004349215481	2.912061273859049	1.0	-647900.0	-852300.0	761700.0	-260200.0	491800.0	3408000.0	1331658.2669814222	15.0	35.0	20.0
542	2.426063437174248	3.232749068756366	2.733748001327088	1.0	-457700.0	-789400.0	-183800.0	-1063000.0	1213000.0	2069000.0	-1515223.78451606	65.0	110.0	-110.0
543	3.380317404193776	6.146428761506963	4.008776499743804	1.0	-635400.0	-846100.0	485500.0	-248600.0	-44380.0	1610000.0	74590.80300701526	30.0	15.0	-70.0
544	3.1428724631508484	5.901462808090949	2.4082136154877976	1.0	-682200.0	-479600.0	-16470.0	-602200.0	467300.0	470600.0	-962820.7114875965	60.0	140.0	-110.0
545	3.174608523120693	6.172819215340873	2.656612028609784	1.0	-125200.0	-325900.0	-166700.0	-812500.0	801900.0	64210.0	-623349.3484752376	85.0	310.0	-140.0
546	0.782065119410093	2.7561790585693204	0.9482527190113011	1.0	-202900.0	-394800.0	-70370.0	-733400.0	649600.0	8670.0	-972443.1476446729	50.0	15.0	-40.0
547	1.6203747608703367	8.298556937836288	5.263110849476956	1.0	-596800.0	-25060.0	30130.0	-161700.0	188700.0	189700.0	-207613.7241978842	80.0	305.0	-120.0
548	-1.0191722435267438	5.203837639585602	2.7564516825149576	1.0	-1438000.0	-912100.0	-126200.0	-611300.0	44440.0	18200.0	187996.25957128312	40.0	130.0	150.0
549	2.059643687166129	3.532312949690275	2.9580845070360464	1.0	314700.0	128500.0	-246200.0	882100.0	783600.0	2374000.0	191976.32077209651	50.0	135.0	-90.0
550	4.095059216691852	3.815616691334193	2.431974454337404	1.0	-603100.0	-399200.0	689600.0	182800.0	-197700.0	1366000.0	-338633.663464273	70.0	120.0	-170.0
551	-0.9199732702331548	5.816043898463564	1.4465397486292504	1.0	-1838000.0	-4349000.0	1134000.0	-5148000.0	490100.0	8174000.0	5039435.0463771885	10.0	170.0	160.0
552	3.906273760163717	2.0646088985848463	2.8715793885692227	1.0	-248300.0	-144700.0	-438100.0	-335500.0	-38030.0	1152000.0	-801026.274844257	50.0	135.0	-85.0
553	1.2615838175729657	3.3611625103562868	2.495022728341988	1.0	-2139000.0	-1292000.0	424100.0	-378900.0	232200.0	962900.0	-1096683.554852796	90.0	325.0	-80.0
554	2.1301675723054285	4.7573449437873725	2.1636027211008204	1.0	-358800.0	-255700.0	265400.0	413800.0	52720.0	941200.0	-190.65437693757121	65.0	310.0	-150.0
555	3.025217552500223	6.38278590301275	1.680862651181951	1.0	-961700.0	449500.0	-66620.0	1714000.0	-1335000.0	574100.0	-281365.68360839796	15.0	95.0	140.0
556	-1.1506790574734342	11.36881539724619	5.598053348663203	1.0	109800.0	-335900.0	74990.0	-967800.0	876300.0	-403700.0	371217.7739318499	20.0	180.0	-45.0
557	-2.493874388862932	9.978326747961288	3.4668017403602067	1.0	-172200.0	-715700.0	19890.0	-1423000.0	94700.0	-33880.0	-1179994.7281327627	60.0	110.0	-150.0
558	-0.606144942672877	11.410594469004756	3.833285582858033	1.0	151100.0	88360.0	-320800.0	-904300.0	919100.0	-2127000.0	809653.5769660088	75.0	90.0	-110.0
559	-3.172511671478299	10.023467034555363	2.6476373107187	1.0	-22280.0	-481900.0	237700.0	-847100.0	565100.0	12830.0	-382421.84508958284	85.0	300.0	-120.0
560	-2.4781459862500217	13.038724304053162	2.0074262453278244	1.0	318200.0	407100.0	-309600.0	1571000.0	-1350000.0	-490400.0	2269159.0458736443	45.0	0.0	-55.0
561	-2.0073496424887187	8.729195937074044	2.061749988360044	1.0	419500.0	208300.0	136400.0	489100.0	277200.0	-74800.0	470010.56124656415	20.0	190.0	-30.0
562	-1.4507695872525257	8.445577162016628	2.479005941238872	1.0	-377800.0	32380.0	-560000.0	827900.0	-1304000.0	650700.0	-333552.7034545077	55.0	185.0	-20.0
563	1.422535142117868	7.162379485692161	2.628936029109182	1.0	242000.0	380400.0	-1087000.0	1144000.0	-1170000.0	323700.0	1122077.0290326301	65.0	155.0	-70.0
564	-1.8489786087860665	12.992754768101712	2.806521600568547	1.0	563700.0	360900.0	406500.0	-385600.0	678700.0	-200400.0	101932.13048457075	65.0	145.0	-95.0
565	-5.047206718578637	7.787063231000272	4.835333483697597	1.0	352100.0	46620.0	194900.0	-68670.0	414400.0	-13000.0	-16650.68124190619	80.0	180.0	-20.0
566	-1.3561035037123212	8.880527608739442	2.670584901466623	1.0	1432000.0	315400.0	1410000.0	1304000.0	-229200.0	907800.0	457816.33638271026	65.0	30.0	-80.0
567	-4.53862241026188	9.187899875502143	2.569777373706528	1.0	-306200.0	-146400.0	-501100.0	26460.0	-657600.0	-278400.0	175992.36127455783	70.0	145.0	-130.0
568	-1.2091764559772802	7.166563784984124	3.8011970900019816	1.0	675100.0	-96390.0	616600.0	738500.0	-896300.0	520900.0	423595.33967407246	65.0	325.0	-100.0
569	-1.5157485257206589	7.9606006243942975	0.6336492201018005	1.0	38910.0	-683900.0	-1065000.0	-190500.0	-2610000.0	5204000.0	-791897.6947018179	75.0	130.0	-130.0
570	-2.2648743373183797	10.30298283476233	4.922470612925825	1.0	-725200.0	-242900.0	-594100.0	-143700.0	-818600.0	382100.0	811523.5172186965	25.0	45.0	-50.0
571	-0.836645816344218	7.000383481304156	2.158305843602814	1.0	-71170.0	-618500.0	69020.0	-2293000.0	481000.0	-1134000.0	-190168.96751878553	40.0	95.0	-140.0
572	-2.399520732309348	10.204190716515695	1.3791029607684642	1.0	-189400.0	-151500.0	-908700.0	389600.0	-1099000.0	1895000.0	987010.0637832686	90.0	350.0	50.0
573	-1.8521311410456385	11.70838012865376	0.0659627084197823	1.0	-366900.0	199200.0	-239600.0	903800.0	-776600.0	-367200.0	-21460.221099239425	45.0	130.0	-110.0
574	0.1324247104028031	10.842565781129846	2.095256023720973	1.0	831000.0	305600.0	-193700.0	2260000.0	-161000.0	280100.0	1292767.6245443486	25.0	10.0	-50.0
575	-2.318959965724418	10.773673054881652	3.876490019094348	1.0	342100.0	177000.0	173000.0	196400.0	519600.0	-236700.0	48350.91134016754	60.0	30.0	-70.0
576	-4.1746671241213	9.162303664822172	1.705243409834141	1.0	192400.0	-181900.0	13980.0	-1273000.0	675300.0	-979200.0	241359.26388022385	60.0	100.0	-130.0
577	-2.47710223652767	10.340711829420655	0.1591861431867714	1.0	153300.0	-128900.0	388500.0	404000.0	-845400.0	476400.0	834808.9608649255	25.0	5.0	-45.0
578	-1.083822358639155	10.87203052019542	1.295850972321205	1.0	438500.0	296100.0	-123400.0	1328000.0	-235900.0	-30240.0	473882.0637820655	60.0	95.0	-150.0
579	-3.044758422836819	9.101509269771856	1.3860811075251989	1.0	437000.0	241600.0	-112200.0	216500.0	513900.0	-218100.0	461879.9492231739	90.0	65.0	-160.0
580	2.644390024983181	11.278023071472742	2.500316420792077	1.0	-406600.0	-75000.0	-122200.0	523900.0	-1086000.0	524900.0	-683332.8616555905	25.0	170.0	-40.0
581	-5.545832322917696	12.420876309223088	2.1335919173927524	1.0	105700.0	-181200.0	257800.0	-285300.0	274600.0	134200.0	-270200.6746644737	55.0	150.0	-100.0
582	-6.218070194034247	13.424001382954016	2.140974063889588	1.0	130500.0	-139100.0	-264700.0	-152700.0	54840.0	-161000.0	-214877.20033955024	50.0	155.0	-70.0
583	-5.598122260296243	12.941532148880126	1.950257090275864	1.0	-243800.0	-192600.0	-83500.0	-150400.0	194500.0	-134800.0	-262645.22687157325	20.0	30.0	-40.0
584	-6.257965630524389	15.573409163114954	1.827178756574492	1.0	-190700.0	-323700.0	-150100.0	-277000.0	222900.0	-263300.0	-273998.24100062763	75.0	110.0	-100.0
585	-5.827406411409824	16.46065699407234	3.501709197058429	1.0	-801300.0	-1266000.0	513900.0	-1172000.0	-95590.0	3364000.0	-1763691.2645352841	40.0	155.0	-70.0
586	-6.28444567971327	15.9605200290936	1.8256542525302817	1.0	251300.0	23980.0	129700.0	-118700.0	422300.0	519500.0	-271784.20272219623	75.0	135.0	-100.0
587	-2.975102187313252	14.087440977321476	0.0088966394659619	1.0	529900.0	-192500.0	32790.0	38180.0	59370.0	2110000.0	653911.7581261749	80.0	40.0	120.0
588	-8.482664924229793	18.21404351288179	0.1798316088385113	1.0	1483000.0	1065000.0	252800.0	2039000.0	205000.0	-517100.0	1636118.4047934099	25.0	125.0	-100.0
589	-7.181703009550635	15.56557089613545	2.085229902493657	1.0	800500.0	347900.0	338300.0	840200.0	-34070.0	209500.0	135756.56789151876	45.0	10.0	130.0
590	-5.747000324651116	11.2462361338311	2.583420670148756	1.0	-760400.0	-608000.0	551100.0	-755400.0	545200.0	608200.0	-145984.67252423966	25.0	30.0	40.0
591	-7.481097311408109	13.997460283390922	4.34526103926726	1.0	316500.0	-55110.0	-116700.0	335200.0	-149000.0	155100.0	313609.934716419	50.0	10.0	-20.0
592	-5.80536297458992	17.681907394372338	1.2970466662456306	1.0	-732000.0	-833900.0	168800.0	-1620000.0	391200.0	305000.0	-1812197.8070319341	65.0	125.0	-100.0
593	-6.976332141243852	13.22274792298873	2.8795403846134278	1.0	19690.0	-259400.0	-309400.0	-469700.0	-101900.0	105900.0	-611133.9589811362	55.0	155.0	-70.0
594	-5.948322891273693	14.150185370909908	1.4820358402611271	1.0	123300.0	-7378.0	16980.0	248800.0	125000.0	338900.0	154366.7085107957	40.0	125.0	-100.0
595	-7.9219881263240115	13.799113494842585	3.243713545252147	1.0	-566700.0	-511400.0	38480.0	-598400.0	178200.0	-371100.0	-840114.0511672696	60.0	155.0	-70.0
596	-7.152122155383597	15.89769282487798	5.006653106650179	1.0	258800.0	-43360.0	79850.0	290300.0	83410.0	464300.0	75760.94357264762	85.0	90.0	-80.0
597	-7.534196863698585	12.830154392727172	0.95188418508906	1.0	33130.0	-119100.0	-211000.0	-572000.0	208300.0	383200.0	-491962.1174434356	70.0	25.0	-40.0
598	-4.277743168721252	12.699486363067043	3.3251161454833733	1.0	27830.0	-208600.0	-107400.0	217000.0	-111000.0	140700.0	-160531.71582096987	30.0	130.0	-130.0
599	-5.479233503118504	15.886570277638391	4.46631523723411	1.0	202700.0	67050.0	121300.0	209700.0	136200.0	66560.0	280292.6682081694	30.0	130.0	-150.0
600	-6.94617033046108	15.738373901454851	1.7806944833496483	1.0	90940.0	-92920.0	75610.0	-388400.0	342400.0	521600.0	40507.86524329349	80.0	20.0	-120.0
601	-6.420505820832286	15.58342756131434	0.6380763448685473	1.0	-1224000.0	-1646000.0	1267000.0	-1870000.0	786100.0	3737000.0	-34524.16633888462	90.0	50.0	-10.0
602	-4.760019564704587	16.205993942364625	4.2221685182089255	1.0	-828400.0	-1358000.0	168200.0	-2482000.0	502800.0	1642000.0	-576304.7624787623	25.0	140.0	-60.0
603	-8.42215801528347	13.522581674039683	1.538150375879043	1.0	164700.0	-40620.0	122300.0	-296000.0	351100.0	381300.0	-26698.590348255515	85.0	90.0	-90.0
604	-4.097769693556744	13.793052710935935	7.17065505671175	1.0	-9595.0	-207000.0	-23150.0	139600.0	-60960.0	253200.0	-143125.72110044747	75.0	115.0	160.0
605	-7.1012044376524655	18.486872237216343	5.468465349932441	1.0	53770.0	-171200.0	-80430.0	-870200.0	-40890.0	106900.0	-677241.9540951921	60.0	25.0	-20.0
606	-4.739829750769196	11.929902594817712	2.539522862397852	1.0	144300.0	31640.0	-68410.0	-241800.0	194900.0	263500.0	-61686.5494102799	40.0	170.0	-90.0
607	7.128677554404797	-2.5166293240752493	1.867664346860653	1.0	11790.0	-130900.0	-251300.0	-38580.0	32490.0	-271900.0	-25864.325895054306	75.0	15.0	-20.0
608	6.907970808411776	-0.2956619376754643	2.6782032363204333	1.0	358800.0	109000.0	-169800.0	-103700.0	14810.0	6400.0	14773.76143798091	60.0	165.0	-70.0
609	8.507808894976112	-0.9294342511226888	5.396425872315464	1.0	-139400.0	-238900.0	-346000.0	-1278000.0	628200.0	-385700.0	-496613.26403485227	40.0	110.0	0.0
610	9.484352212855974	0.1835115240706952	3.1050008669827247	1.0	-120200.0	19550.0	218900.0	531600.0	-373000.0	226800.0	260744.55521476569	60.0	95.0	110.0
611	6.744915663681668	-1.0759132623834402	0.190239653175583	1.0	241700.0	63490.0	442800.0	527100.0	-227800.0	235100.0	404730.1433528287	10.0	180.0	-30.0
612	9.221494411561787	-1.8232453238316049	2.4278139602364632	1.0	744200.0	-11950.0	-93560.0	222600.0	-66020.0	-32220.0	214718.505050347	75.0	35.0	-60.0
613	6.975819229261966	-1.552776617809679	7.0409736075667135	1.0	160800.0	69320.0	197800.0	581500.0	-334300.0	167500.0	210481.63451927874	10.0	350.0	150.0
614	9.72105852115149	-1.6451988851396688	0.915344865949482	1.0	-82530.0	70480.0	120900.0	618900.0	-377200.0	43830.0	-332297.6270144608	90.0	45.0	-110.0
615	7.585335873212336	-1.134677683408002	3.890722431246956	1.0	705700.0	227400.0	-84390.0	222500.0	-82030.0	-173400.0	189451.88437260658	55.0	5.0	-100.0
616	8.20808749586123	-1.746919181639517	1.5444397023558838	1.0	-112300.0	140600.0	204300.0	902900.0	-556500.0	-44500.0	183444.10510981682	85.0	120.0	110.0
617	8.884019115966618	-0.4380199587940367	5.538408895719895	1.0	431600.0	145100.0	-134700.0	-73960.0	-47880.0	-60470.0	404832.7202120632	75.0	140.0	-60.0
618	6.78953923962486	-2.032368945672665	1.963754621972163	1.0	-111500.0	-9828.0	285100.0	451500.0	-321900.0	322000.0	525110.0794293025	15.0	55.0	-10.0
619	9.10869015599	-0.8353480361302107	3.5501652896953897	1.0	364000.0	84080.0	-224800.0	-231000.0	52360.0	13690.0	172993.61937193386	70.0	110.0	-150.0
620	8.034168730543488	-2.281679065073864	3.3179533092203912	1.0	146500.0	30990.0	333800.0	584200.0	-346700.0	215400.0	363244.8442751217	30.0	125.0	40.0
621	7.765948300516464	-4.484498307110408	3.691651206690206	1.0	262000.0	265800.0	-169300.0	301500.0	-35240.0	-193900.0	542259.6777541518	65.0	115.0	-120.0
622	8.51365035411802	-1.1287659367629466	1.049431621137901	1.0	191200.0	175100.0	-59590.0	172500.0	-31510.0	-72870.0	283069.13584493054	40.0	345.0	-40.0
623	7.249018938041851	-1.892731936232444	3.332428996414288	1.0	592100.0	136100.0	-144200.0	-62090.0	-66370.0	-22280.0	85447.0550803119	15.0	20.0	40.0
624	9.012944527745002	-2.176719353630323	4.460441999482249	1.0	331700.0	346500.0	-242200.0	85700.0	210600.0	-261400.0	431246.2364563184	85.0	115.0	170.0
625	7.904553519572197	-2.722765439447183	3.472489125711292	1.0	40160.0	105000.0	116900.0	529100.0	-292600.0	13950.0	351867.8938120286	75.0	135.0	-80.0
626	11.242512378858208	-2.1627356935874698	4.129744998059205	1.0	252800.0	246900.0	-175500.0	195500.0	20000.0	-158800.0	253726.49881977783	75.0	140.0	0.0
627	7.343213613997573	-4.978866887002219	3.2621017149957674	1.0	130400.0	32820.0	137200.0	275900.0	-133400.0	81370.0	166498.30074996952	90.0	335.0	30.0
628	7.006986330970758	-1.8502768928206943	2.785050966480623	1.0	194100.0	145400.0	-46080.0	129100.0	-24670.0	-40540.0	268069.8558739596	80.0	135.0	-50.0
629	6.705767710295497	-3.5858416076117745	2.0080671551861133	1.0	352900.0	209200.0	-253000.0	-137400.0	197000.0	-105500.0	169611.89515868615	70.0	165.0	-30.0
630	11.849904209800885	-0.5778058479738334	5.866315800404203	1.0	296200.0	76850.0	-100500.0	10860.0	27300.0	3104.0	-88701.37218257735	65.0	40.0	-10.0
631	6.909319420903018	-0.3441724137015226	4.051247372626839	1.0	59140.0	15680.0	165500.0	205600.0	-98080.0	154800.0	8238.303195615561	70.0	75.0	-50.0
632	4.010449478934663	4.593483462390857	3.053920380684384	1.0	-267900.0	171200.0	384900.0	1242000.0	-714800.0	-13040.0	-36239.91550739913	85.0	170.0	100.0
633	3.843799802425183	2.883551462709222	4.798365493248315	1.0	-486700.0	-758100.0	435800.0	-1029000.0	1163000.0	2820000.0	2364778.3953238153	10.0	20.0	-180.0
634	4.435557776040301	3.222217502843718	1.9224837231128544	1.0	-977900.0	-1139000.0	356900.0	-1178000.0	199600.0	1832000.0	-2294323.339089377	75.0	110.0	-120.0
635	3.1916084969565324	4.950440301040801	3.217006647256529	1.0	-8372000.0	-8403000.0	5307000.0	-9722000.0	1532000.0	9915000.0	4988984.182031652	10.0	95.0	90.0
636	6.043398034376389	4.252639074731263	4.917625632315234	1.0	-109300.0	-819600.0	-376500.0	-1556000.0	1057000.0	1874000.0	-2200584.3122073286	70.0	140.0	-100.0
637	0.588110043348459	0.1910324522788841	1.3567305186240537	1.0	-771300.0	-447600.0	377500.0	-43170.0	237600.0	1239000.0	83271.16971879348	30.0	100.0	-130.0
638	3.993463697991476	1.4779879011924877	3.6856920848428407	1.0	-265300.0	-878.6	277200.0	119700.0	357500.0	6414.0	-185290.65859558835	35.0	15.0	-90.0
639	5.685083171652361	3.4116617981355795	3.4426840936135585	1.0	-2550000.0	-3081000.0	742500.0	-3832000.0	997100.0	4988000.0	-6703856.518987816	60.0	125.0	-100.0
640	1.4129471734307326	1.1409422932516935	3.3117060127876874	1.0	-852100.0	-639900.0	1040000.0	297500.0	313800.0	2581000.0	-524759.4810059313	60.0	15.0	-60.0
641	2.8351440011940907	5.353416596240468	3.8405862050563337	1.0	12970.0	28820.0	830900.0	53290.0	779300.0	664600.0	614013.5951988146	45.0	135.0	-110.0
642	1.8889985551781487	2.4325431110842675	3.375470329733543	1.0	-365000.0	-414000.0	-207100.0	-1298000.0	744200.0	747600.0	-931771.1083947634	75.0	110.0	-120.0
643	1.293593064817781	2.5076803000675074	2.888295437970551	1.0	-72860.0	-403100.0	619200.0	137500.0	371800.0	1477000.0	773402.1082915869	25.0	140.0	-80.0
644	3.682932585652555	1.3388274376799425	3.1521218102285435	1.0	-207200.0	-178500.0	594600.0	243100.0	383600.0	841300.0	-489392.3694593796	65.0	120.0	-110.0
645	5.451995891587738	4.635149554958386	2.114362060286955	1.0	-931900.0	-1073000.0	117300.0	-936800.0	705100.0	1642000.0	-709260.5169741807	50.0	80.0	-70.0
646	0.2220924831310044	1.5124172549400388	3.721278277254969	1.0	215900.0	-129700.0	1168000.0	-174300.0	1050000.0	929100.0	161670.1761397618	60.0	110.0	-130.0
