n	x1	x2	x3	t	s11	s12	s13	s22	s23	s33	cfs	dip	stk	rk
550	8.711150949794021	0.3920343878570231	1.9186530194615747	1.0	303300.0	248200.0	-213400.0	39230.0	218600.0	-165800.0	-188387.6113412486	15.0	40.0	0.0
551	13.21072991197668	2.336050056821705	2.204593783287033	1.0	485700.0	152000.0	650900.0	1021000.0	-437600.0	306300.0	381651.5298477522	60.0	80.0	-70.0
552	7.919002501762935	-2.2837276358360654	1.7989899738029422	1.0	-81570.0	105300.0	75290.0	274400.0	11220.0	43160.0	136320.27361178066	30.0	355.0	-70.0
553	8.968704375444496	-0.3997268502317899	3.7423960775492913	1.0	397600.0	133600.0	-136200.0	-38110.0	-43090.0	-9634.0	-199423.9213681805	80.0	220.0	-10.0
554	8.324674432243471	-1.4923861222698185	3.022683993806857	1.0	117900.0	13120.0	430000.0	588600.0	-352900.0	307900.0	17142.86948876892	25.0	90.0	170.0
555	2.8828839620319933	-1.4870686428728128	3.5903489732703107	1.0	-23880.0	-54080.0	215300.0	564200.0	-415300.0	477500.0	351982.48704567616	45.0	330.0	-90.0
556	8.475904818369742	1.7409295315266458	0.1964386140155938	1.0	93510.0	16930.0	98230.0	-64180.0	720000.0	-70120.0	552342.4812166217	70.0	135.0	60.0
557	5.093368023816281	-0.5142963985791259	5.141452692213734	1.0	1809000.0	1153000.0	946100.0	1935000.0	383200.0	-370800.0	-293678.03126580047	25.0	30.0	-30.0
558	2.875002725201388	2.1585606757629683	0.1032362586674694	1.0	-1984000.0	-1448000.0	1014000.0	-1390000.0	-83880.0	2883000.0	1809035.1894201539	40.0	85.0	140.0
559	2.209328747510176	8.565897132143583	2.2675653675659837	1.0	-610700.0	-136700.0	-136400.0	-462100.0	-57710.0	273000.0	-582322.3061384701	70.0	105.0	-90.0
560	2.608035666315038	6.25883326291168	1.3059168454281815	1.0	380300.0	54950.0	360600.0	-386100.0	320500.0	-206600.0	-229095.44458302157	90.0	320.0	60.0
561	3.71815806615399	4.610677339688619	0.2172828755110531	1.0	-2105000.0	-3171000.0	1144000.0	-6432000.0	1020000.0	3765000.0	-7770169.835289155	55.0	155.0	-90.0
562	4.76226759385021	3.8421696672880894	5.25190779253775	1.0	2085000.0	1507000.0	-31540.0	1809000.0	-15730.0	431900.0	2210812.4974680813	35.0	330.0	-75.0
563	3.971812012068504	3.864981136767381	0.5441956232647482	1.0	-977400.0	-755000.0	43250.0	-495400.0	115700.0	1535000.0	-1177142.241150274	40.0	110.0	-110.0
564	1.5059381773782123	5.160724449525123	3.127174835329361	1.0	127800.0	-242800.0	-1091000.0	-223100.0	-1202000.0	-222300.0	725747.6687949005	60.0	55.0	-40.0
565	0.4257723070509687	6.990234007588919	0.980904107687134	1.0	-3960000.0	-5216000.0	-516300.0	-8735000.0	-1167000.0	3988000.0	-8022840.371011486	40.0	115.0	-150.0
566	-0.3211739204346208	6.395410985403458	6.558764164558552	1.0	91330.0	-66720.0	-915300.0	-601300.0	-1025000.0	11440.0	446435.3695359282	40.0	15.0	-70.0
567	1.6389573557823611	5.383997763827556	3.037358100913373	1.0	-2034000.0	-496500.0	35190.0	-196300.0	200100.0	-1027000.0	82220.51761729905	30.0	185.0	-80.0
568	2.528594815492069	5.770133500934217	0.9888910664111454	1.0	-2220000.0	-2505000.0	1017000.0	-4804000.0	555200.0	5002000.0	764319.7813019371	15.0	35.0	-70.0
569	1.1546756898199142	3.219157919793889	1.6042300000946907	1.0	698100.0	681400.0	-684400.0	1234000.0	-1108000.0	-1146000.0	1740475.984646461	60.0	135.0	-100.0
570	1.616676399861879	3.7102054701876246	2.836361263397834	1.0	-605700.0	-155800.0	-29450.0	114600.0	67660.0	548000.0	-105594.20773820263	80.0	180.0	-20.0
571	3.751806581873261	6.161772819983876	3.0587673516866447	1.0	-296500.0	-446800.0	344100.0	563900.0	-303100.0	1263000.0	-198452.19265454047	45.0	150.0	-120.0
572	2.595043461811141	7.312943914720575	2.512173426669022	1.0	-372200.0	-483300.0	41260.0	-564200.0	615200.0	211400.0	-462022.1713776302	60.0	95.0	-90.0
573	5.385178486816904	5.070807853035975	2.004051872722013	1.0	315200.0	-159300.0	329300.0	-745400.0	362400.0	-275900.0	-719821.6701376601	85.0	175.0	-40.0
574	2.9441488135187246	3.574415269126709	1.8341238288311776	1.0	-140500.0	-131100.0	284400.0	-252100.0	404100.0	-198400.0	-205283.52324939665	60.0	160.0	-110.0
575	4.705694390935967	3.8261718808072263	0.8845070200441001	1.0	-1891000.0	-1444000.0	123900.0	-881400.0	-448100.0	727800.0	636263.824396557	50.0	65.0	-40.0
576	3.722301436022701	5.036286738119587	4.177264970458101	1.0	-11020000.0	-11600000.0	3796000.0	-16070000.0	3063000.0	12890000.0	-1148699.246211317	75.0	30.0	-120.0
577	1.0899982023894184	5.548656220591138	4.4793644917612525	1.0	-732900.0	-699300.0	-66430.0	-918500.0	579200.0	1250000.0	826579.8274842876	70.0	155.0	100.0
578	3.545386195231671	6.337652003664498	4.598291458050479	1.0	-1608000.0	-258500.0	124700.0	-988300.0	427200.0	-1208000.0	-530467.6236448765	10.0	10.0	170.0
579	2.2092851073939124	3.2379342067235277	2.9428820755769283	1.0	-769900.0	-490100.0	-54990.0	-499200.0	329900.0	509500.0	227716.69044356234	15.0	175.0	-50.0
580	3.6210701231962696	-0.2965894148980614	4.325873672783853	1.0	-717900.0	-766900.0	519900.0	35740.0	8867.0	1576000.0	-880001.2138207814	85.0	260.0	-150.0
581	-1.3779224678917046	10.515878012820007	1.005542574016733	1.0	491600.0	99510.0	-273100.0	-466200.0	1344000.0	524800.0	519692.6805986351	75.0	105.0	-180.0
582	-1.3011724457887	7.867610234892878	4.998929788077341	1.0	-720900.0	-624300.0	478700.0	-117700.0	89300.0	1843000.0	-321259.8510364434	85.0	330.0	-100.0
583	1.057887630170166	11.606529743299545	0.2854005005252075	1.0	-2063000.0	-2589000.0	1222000.0	-5109000.0	1539000.0	-3599000.0	978399.1737407395	50.0	45.0	-120.0
584	-2.074205365937582	10.319307266055851	2.438856054611918	1.0	686400.0	316700.0	103300.0	319500.0	157400.0	77570.0	-49664.81134663946	25.0	15.0	0.0
585	0.4630873224710735	7.427412674954738	1.5545502096765629	1.0	479300.0	219700.0	-525900.0	56490.0	269200.0	-399800.0	581248.6892954378	70.0	130.0	-120.0
586	-2.506994116679796	9.821190926133273	0.2772728733065032	1.0	50290.0	529300.0	-1194000.0	229900.0	-818600.0	-2504000.0	-891178.1356072812	35.0	130.0	-140.0
587	-3.69696207765173	9.03081090220706	4.711145651225897	1.0	-69860.0	203000.0	-258300.0	943500.0	-375900.0	25800.0	279765.0642574609	70.0	120.0	-70.0
588	-3.171270406739777	7.979378206627345	2.4729555869805013	1.0	-2679000.0	-3205000.0	1677000.0	-1905000.0	-821500.0	4140000.0	1714602.0818539755	5.0	65.0	150.0
589	-1.6723630411812578	10.43651011629714	2.9416136793633907	1.0	389000.0	-5709.0	851300.0	688600.0	-997000.0	2203000.0	210176.40903507883	60.0	175.0	-60.0
590	-2.8568683479838013	8.109469124101675	2.898590643370872	1.0	327100.0	-40380.0	-124200.0	-347900.0	709000.0	-799900.0	385115.3857014641	60.0	115.0	-90.0
591	-1.6826122277563775	8.381926113796762	0.0890322684056414	1.0	654400.0	30010.0	566700.0	1247000.0	-1478000.0	2910000.0	1047791.107951741	55.0	5.0	-130.0
592	0.6900284712849121	11.235856487266116	3.3625309728906227	1.0	-606700.0	18170.0	-268500.0	217700.0	-348500.0	207800.0	-442358.3094107554	75.0	80.0	-100.0
593	-1.553586727571009	8.064236710312366	4.365205328530668	1.0	-27230.0	-334600.0	318700.0	-469800.0	530200.0	83000.0	-746110.0198982143	70.0	360.0	80.0
594	-2.124954184923244	11.661444402246408	6.399491735117155	1.0	-1894000.0	-137400.0	1693000.0	-2743000.0	2929000.0	-5952000.0	-127908.68400850915	75.0	50.0	-90.0
595	-3.2488158067872903	12.425925493782184	2.7340672784250653	1.0	-132700.0	-580300.0	-18090.0	-1439000.0	-40670.0	-159900.0	-1027945.4921291389	50.0	115.0	-130.0
596	-2.74206000067706	9.576961074476252	4.05827355404011	1.0	371900.0	121100.0	204300.0	330300.0	219600.0	114200.0	-128373.85926532582	40.0	25.0	-10.0
597	-0.5365471580046342	9.348393278155788	1.710027802891973	1.0	-1391000.0	-661700.0	407600.0	-2573000.0	1577000.0	-2419000.0	-1450607.2819653694	65.0	155.0	-150.0
598	-3.419420270272053	7.092767887518205	2.642563952594144	1.0	-103100.0	-708000.0	-190800.0	-937400.0	144300.0	2391000.0	-1533936.7624245076	45.0	150.0	-80.0
599	-1.4564850109361114	10.458529631767366	0.6691881574350098	1.0	633600.0	240800.0	1300000.0	473100.0	-218200.0	2276000.0	-3131.3229252446763	60.0	205.0	-60.0
600	-3.400723347772543	10.335424955687172	0.5803319348383268	1.0	-822500.0	-322800.0	327800.0	845500.0	-423600.0	822300.0	309970.68267931824	35.0	100.0	150.0
601	-2.014321458096932	10.66113906727121	3.2233154839179456	1.0	22120.0	19410.0	-220500.0	773500.0	-467700.0	8322.0	220283.82791766364	65.0	25.0	120.0
602	-2.092835171353474	9.777673346298135	2.924720558145677	1.0	389000.0	-43110.0	-49630.0	-532400.0	678700.0	-732600.0	418745.52915932465	35.0	130.0	-120.0
603	1.0522663525175202	11.621866973220838	2.1769697653013598	1.0	-6538.0	19930.0	-262400.0	-502800.0	535300.0	-1415000.0	-448505.88768430555	35.0	90.0	-60.0
604	-3.159655806900923	10.50300908891713	0.7200817468663949	1.0	244000.0	-25990.0	201400.0	-118200.0	354700.0	33860.0	105410.3568427126	20.0	100.0	130.0
605	-1.9232920771853816	6.873365361717677	3.004572618156668	1.0	100100.0	94490.0	-283200.0	803700.0	-522900.0	-38090.0	121867.5056270348	75.0	105.0	-180.0
606	-1.6423316072234988	11.276818115548163	2.80494635809299	1.0	792000.0	416700.0	274900.0	1305000.0	-727700.0	4823000.0	1836379.618477602	10.0	120.0	-120.0
607	-5.27234159829979	10.581808304649774	2.6473984848473	1.0	425300.0	-3766.0	68460.0	-146500.0	607500.0	-328100.0	-180505.98666869884	55.0	30.0	-70.0
608	-5.774326008179703	10.552030415234473	1.8379057507080736	1.0	437800.0	-69760.0	-23620.0	550200.0	-381400.0	61420.0	242044.78429713327	50.0	25.0	160.0
609	-6.748960649404651	15.623206836012466	2.075687919071412	1.0	244000.0	-179800.0	45390.0	272000.0	-318000.0	137500.0	313239.4429023257	80.0	70.0	100.0
610	-7.181061957632912	13.92428474781148	1.6806706592387266	1.0	-19660.0	-466800.0	-172500.0	-250900.0	-102100.0	2797000.0	1365453.543628015	25.0	55.0	170.0
611	-4.315796380318663	14.657002084654184	0.8853083809230559	1.0	-214500.0	-269000.0	-89740.0	-115300.0	-49370.0	161000.0	-403105.6337233555	70.0	170.0	-30.0
612	-5.993511769547279	14.71372578081957	4.103442675574547	1.0	-1191000.0	-609300.0	1562000.0	542900.0	1185000.0	1117000.0	747829.5690909592	50.0	5.0	-130.0
613	-6.093179314146369	17.331626676298452	2.1583908430078744	1.0	14300.0	-155900.0	-7427.0	-389900.0	266900.0	603400.0	-154740.99959330354	60.0	90.0	-100.0
614	-5.024839533713493	12.897780296196538	2.156303489469221	1.0	447600.0	143800.0	63020.0	31330.0	278800.0	188700.0	483178.96769154427	75.0	70.0	-170.0
615	-6.442749832578278	12.589893749834085	1.199332170102174	1.0	297600.0	-269400.0	-71020.0	-900900.0	606400.0	9616.0	210569.51009395072	30.0	105.0	140.0
616	-7.275229123890138	14.982625471063796	0.94161031381637	1.0	-21040.0	-251800.0	-217000.0	114000.0	-148700.0	163800.0	123930.35276713906	15.0	135.0	170.0
617	-8.641413280627264	16.74188015247768	3.7207308428809984	1.0	-65310.0	-196400.0	-196700.0	-27000.0	-154500.0	12220.0	178876.19566854613	55.0	35.0	-50.0
618	-5.847848133974227	15.78104664989518	0.7872047221372409	1.0	273300.0	90650.0	-325900.0	-136100.0	173300.0	329500.0	-175566.55831681297	30.0	30.0	-40.0
619	-6.01976366136718	11.4695728262808	0.8302336117433197	1.0	-3258000.0	-3963000.0	1999000.0	-5942000.0	535600.0	5652000.0	-9062611.499110283	65.0	160.0	-80.0
620	-6.234318463089877	11.773689409898177	2.9712398404594675	1.0	104400.0	-229100.0	-136100.0	284000.0	-218800.0	99630.0	200759.3217472444	35.0	275.0	-150.0
621	-6.816974169529407	16.01521376158003	3.545043423490732	1.0	375900.0	-20200.0	-170700.0	294500.0	-37290.0	269200.0	171761.3696038607	55.0	140.0	-120.0
622	-9.186024149535362	17.61937829445904	0.2884809338368859	1.0	219100.0	-29330.0	-87820.0	-142900.0	368300.0	863000.0	95183.46447492574	50.0	115.0	-130.0
623	-9.676554614194323	15.160541108368289	0.9234923338642091	1.0	391300.0	104200.0	-92870.0	537700.0	-19590.0	30590.0	239835.97593576316	90.0	45.0	-110.0
624	-7.496449123565097	16.22075867303346	2.7572887105302475	1.0	19270.0	-102800.0	-72050.0	270100.0	-94210.0	104400.0	-44935.33389564208	45.0	95.0	-80.0
625	-5.8663058383504	13.234971677470208	1.773656662774607	1.0	669900.0	193600.0	-671900.0	255100.0	4810.0	957500.0	409073.47654072347	65.0	335.0	-60.0
626	-10.92037862453795	13.729168869079055	4.18011179046454	1.0	-298500.0	-300200.0	-139200.0	-229900.0	194500.0	-139300.0	-329387.60427368066	50.0	170.0	-60.0
627	-6.016018333609439	14.73010340789939	0.6190756762015367	1.0	344400.0	90680.0	164000.0	248600.0	76820.0	57360.0	285130.3386899245	65.0	125.0	-120.0
628	-8.257025099697255	12.785408431131437	1.256875187395463	1.0	-430700.0	-118400.0	-163200.0	474800.0	-102900.0	-203600.0	582633.5142033175	60.0	30.0	-30.0
629	-6.877287369331766	15.881292497436313	0.7801208506149444	1.0	62070.0	-201400.0	-18560.0	177400.0	-53910.0	179500.0	39573.24640034353	50.0	85.0	110.0
630	-3.482068157753476	15.127220713463217	2.817085082507733	1.0	-525100.0	-320700.0	-13260.0	-80040.0	-222700.0	96760.0	134067.82496168118	75.0	35.0	-30.0
631	-5.599003437242251	13.05971331605513	4.568811016645664	1.0	299200.0	48730.0	175600.0	24810.0	351100.0	153100.0	-271143.0475203226	70.0	10.0	30.0
632	6.636107318496581	-0.9786510118237745	1.479723175730992	1.0	-342200.0	-156500.0	78260.0	-474800.0	309100.0	-272500.0	22801.7195950679	80.0	40.0	-120.0
633	6.222232002564749	-3.06990919271422	6.03030417022526	1.0	478300.0	36340.0	-362200.0	-545100.0	-43660.0	5153.0	351259.2242844994	10.0	350.0	-30.0
634	9.3712642465761	-1.2118865214339298	4.177484335932837	1.0	-33510.0	232100.0	-171400.0	117500.0	72100.0	-293000.0	-240595.14693635155	35.0	60.0	110.0
635	8.700145423010964	0.0637713606243269	3.117858702031956	1.0	52480.0	31920.0	243500.0	497000.0	-309000.0	163800.0	440938.04835393874	10.0	115.0	10.0
636	6.320151506166247	-2.866230535692639	3.5150508010001795	1.0	255800.0	46800.0	566600.0	755700.0	-407200.0	397300.0	386754.51072431204	50.0	150.0	-100.0
637	10.484063015651104	-3.648104642324097	3.0026023382785385	1.0	293000.0	225600.0	-198400.0	20390.0	211200.0	-163900.0	-28636.15414802008	25.0	140.0	-40.0
638	6.185596298694401	-3.0146676130716186	6.072877714829832	1.0	166200.0	71460.0	51760.0	268600.0	-102200.0	25810.0	187341.50065737276	55.0	120.0	-130.0
639	10.696815386490805	0.3696664072785704	1.7834276613092157	1.0	26170.0	265300.0	-139600.0	304300.0	-63510.0	-300900.0	-100329.78017059244	35.0	85.0	-160.0
640	7.499432571907507	-3.810235101562926	2.339533385196712	1.0	201800.0	179200.0	192900.0	440800.0	-84260.0	82050.0	404732.4601563241	50.0	125.0	-90.0
641	10.203905403916805	-1.9888285063468143	5.079638281507375	1.0	272600.0	123500.0	-69070.0	97160.0	-15200.0	-14430.0	196945.6925407007	45.0	115.0	-60.0
642	5.276222801653954	-0.0270633848880568	0.7821426527225708	1.0	60130.0	27970.0	146800.0	336200.0	-199000.0	107200.0	284937.4888207611	65.0	165.0	-60.0
643	8.628168327925488	-0.2808716533574188	0.8956241271086435	1.0	254800.0	-198500.0	-472700.0	-575800.0	-144000.0	163300.0	-412835.7572398404	15.0	70.0	-140.0
644	9.39268755924935	-3.571466379472755	1.3906890951363065	1.0	306200.0	-379900.0	125800.0	-801500.0	29600.0	1026000.0	-383614.4682953611	90.0	280.0	-160.0
645	6.503081967990447	-3.639000521030145	4.165955189417515	1.0	328300.0	102500.0	8895.0	220900.0	-79850.0	20310.0	131506.02519147535	25.0	105.0	-120.0
646	4.846141547452155	-1.6037643803553496	1.5203158868305762	1.0	226600.0	228700.0	-146500.0	100700.0	74060.0	-192800.0	397717.36538789695	65.0	105.0	-150.0
647	10.79310404301881	-1.8775428448135307	4.454379780067109	1.0	172500.0	-161500.0	-263800.0	-386700.0	228400.0	128600.0	248683.97812648915	80.0	100.0	-80.0
648	7.824134844451262	-1.4241644741379804	1.1970444266992033	1.0	107400.0	29670.0	153100.0	311900.0	-167500.0	95860.0	118375.11585424765	25.0	90.0	-130.0
649	9.52232222750844	-0.4324330720574783	1.6185598675774402	1.0	502100.0	116900.0	-198300.0	-110700.0	-110200.0	-33300.0	50164.764340060574	55.0	140.0	-120.0
650	8.820184028514674	-0.7106253917724108	2.322443227740408	1.0	370300.0	127500.0	364600.0	702400.0	-226800.0	96580.0	483840.919982551	25.0	60.0	-140.0
651	8.552216982199585	-1.7243210041821502	2.132723766850539	1.0	325400.0	107600.0	359300.0	943600.0	-452600.0	408800.0	213513.6771218579	65.0	105.0	-90.0
652	9.424178172658896	0.0329786200859894	2.1788182365263187	1.0	287500.0	108300.0	-90360.0	-53790.0	36950.0	-44600.0	13607.288861642126	70.0	95.0	120.0
653	6.885432100444507	-1.4798282104904106	4.211230706887542	1.0	399200.0	139100.0	375200.0	634600.0	-225600.0	102300.0	41174.695302631706	40.0	110.0	110.0
654	8.011136055682654	-1.843406423368482	2.010353966412628	1.0	-759800.0	-390900.0	220900.0	-30290.0	-190600.0	511000.0	-500868.5451034335	85.0	140.0	65.0
655	6.636961907710052	-3.9227760037648576	2.95150737325599	1.0	378600.0	177800.0	-156300.0	-128000.0	7951.0	-116700.0	364131.216529008	85.0	75.0	-100.0
656	9.477667635027716	-2.9408661956298165	1.241197064799443	1.0	249500.0	149100.0	-102400.0	57120.0	52790.0	-68510.0	-144428.80084836166	45.0	120.0	100.0
657	8.674666315355019	-1.006100232499359	2.482431435066065	1.0	383800.0	116400.0	15410.0	243200.0	-91800.0	15700.0	336119.4377368804	50.0	320.0	-120.0
658	2.8158704213913497	3.711021433326101	2.948577021060414	1.0	352500.0	245300.0	201400.0	1054000.0	-493600.0	140100.0	886602.5660900472	40.0	325.0	-80.0
659	6.1499960301749	6.6733445557171365	3.8452161449075217	1.0	-2837000.0	-3194000.0	1640000.0	-3216000.0	-199900.0	5561000.0	-6337046.013145189	60.0	110.0	-130.0
660	2.735513243635858	5.835596714621736	2.5196255795962097	1.0	-464700.0	-392400.0	155100.0	-53090.0	143600.0	357300.0	-47504.3674876189	40.0	30.0	-20.0
661	2.239738128916469	5.56361260082728	2.267572993350468	1.0	-297000.0	-253000.0	-457800.0	-373800.0	696900.0	-161.3	-453531.77459249133	70.0	125.0	-100.0
662	4.643009172321781	1.3117921246064168	2.0675563104224337	1.0	-1951000.0	-2837000.0	31290.0	-3597000.0	-113100.0	2819000.0	-3600679.421416418	50.0	5.0	-80.0
663	3.293077517672705	1.0413188455637878	3.915784727278744	1.0	-924600.0	-1347000.0	-516200.0	-2256000.0	609100.0	502100.0	-286404.4544084371	15.0	150.0	-100.0
664	4.111503569213137	1.6067523687264396	2.191064578148368	1.0	-84350.0	-475200.0	339000.0	-607100.0	1196000.0	2622000.0	903169.3631217154	30.0	150.0	-110.0
665	3.80116530134924	3.547203022659676	0.3473035830275976	1.0	-1414000.0	-1209000.0	-362000.0	-1323000.0	508100.0	733200.0	-2480833.1584530985	70.0	140.0	-60.0
666	3.4799478926470977	4.801853472730969	4.523202841279522	1.0	823100.0	361600.0	-897800.0	239900.0	-761300.0	259800.0	-819581.4839203102	25.0	140.0	-70.0
667	1.981239067203422	5.466220440674608	2.370607609138581	1.0	-835700.0	-825800.0	-218800.0	-1107000.0	360300.0	1266000.0	-1639840.008542239	60.0	160.0	-100.0
668	4.704203558137572	3.2633365174429665	4.680835824345136	1.0	-1163000.0	-2421000.0	555100.0	-4790000.0	671400.0	4266000.0	2184005.8190539507	10.0	180.0	-30.0
669	3.713567694968324	5.041101841183512	1.6869276974570695	1.0	-1183000.0	-889100.0	268700.0	-551000.0	132100.0	1981000.0	-377397.0604650064	35.0	135.0	-140.0
670	3.114352912210185	4.057976958494403	0.926331294750769	1.0	179100.0	88150.0	-1287000.0	-732400.0	1068000.0	107900.0	128027.38018154493	55.0	125.0	-120.0
671	3.494595423659469	2.712065498936047	3.3164532438160053	1.0	-1597000.0	-624100.0	-779400.0	284600.0	-744500.0	269800.0	-1281305.1660637371	65.0	120.0	-100.0
672	4.397127636311359	5.610826625808944	3.909671134076469	1.0	-5875000.0	-6675000.0	1470000.0	-8673000.0	1555000.0	7875000.0	-4538769.587228403	50.0	80.0	-90.0
673	0.0910513412081695	2.356127297786053	1.1890381523207505	1.0	-650500.0	-541100.0	155300.0	-393700.0	609100.0	914200.0	-1341347.0639910807	75.0	150.0	-80.0
674	3.427170720700641	3.4026842676158604	1.4082955668726047	1.0	-428400.0	8464.0	210000.0	15720.0	358900.0	103700.0	196961.6929378792	80.0	10.0	-60.0
675	2.401248576546734	4.158790200389075	3.784531860170524	1.0	-1779000.0	-1423000.0	-161800.0	-1345000.0	-443600.0	662200.0	-1493576.2715302936	20.0	145.0	-90.0
676	3.988667351902044	0.3554939685284389	4.17889114104971	1.0	-747200.0	-663100.0	-292500.0	-1336000.0	-127200.0	258300.0	-1426168.1529689287	45.0	155.0	-110.0
677	3.3732765279955776	1.0620459769354111	4.025100000624054	1.0	1507000.0	40100.0	-749700.0	-1802000.0	1750000.0	1202000.0	1159236.5016693934	30.0	85.0	110.0
678	1.827851742207168	1.6402978480687642	2.1420698055381453	1.0	-114900.0	-289300.0	370800.0	-647500.0	1301000.0	2844000.0	271005.2085813392	45.0	305.0	-20.0
679	5.334267227316408	3.995710328609072	2.4036036136645342	1.0	-508900.0	-261500.0	346600.0	-90100.0	475400.0	682200.0	148438.17565748087	65.0	85.0	10.0
680	4.066979278709236	-0.3370721583856966	4.16326837161266	1.0	-216200.0	-776100.0	1435000.0	-644300.0	846800.0	3147000.0	995266.6351356381	30.0	135.0	-90.0
681	1.9994962581053928	4.9988228124761855	1.661101796677978	1.0	522100.0	268700.0	-384800.0	-302100.0	1286000.0	425400.0	331398.4916415459	70.0	40.0	-130.0
682	3.8169228392970544	1.4304273579882905	3.9182892856765736	1.0	-19490.0	579900.0	-312200.0	919800.0	-717900.0	559200.0	670171.5724377983	55.0	140.0	-110.0
683	1.0624135823557164	8.756639768470933	3.2513620728867214	1.0	-2235000.0	-2082000.0	1377000.0	-1226000.0	1039000.0	5744000.0	4314511.0686742375	40.0	130.0	150.0
684	0.2612192480690369	7.68558083200765	2.6116881211349576	1.0	-322100.0	-335800.0	678500.0	-476700.0	700800.0	39120.0	334744.6032325827	65.0	130.0	160.0
685	-1.3420119495056055	9.24297310912378	1.6405188909804145	1.0	348900.0	198300.0	-323600.0	-270100.0	181700.0	134600.0	-288170.4872432808	30.0	355.0	-90.0
686	-0.0457298368953147	9.795379437290103	3.719232220084389	1.0	-1080000.0	-78780.0	-371800.0	324700.0	-637300.0	-906700.0	-581293.4600694429	35.0	5.0	160.0
687	0.3410865251112818	10.1045273273283	1.1481547718262035	1.0	-452500.0	-711100.0	416700.0	-988500.0	798500.0	-54430.0	600389.4749899969	15.0	115.0	-110.0
688	0.1916711266007273	7.647698029433983	1.2186596520153743	1.0	859900.0	852400.0	-66390.0	446400.0	273000.0	-1088000.0	1259559.4207792426	40.0	110.0	-100.0
689	0.3939836352266854	7.050787960290116	4.311237207794063	1.0	-589800.0	-484500.0	-647000.0	-833600.0	-723100.0	-438600.0	20239.78603268927	80.0	335.0	40.0
690	-0.3797480307925815	8.755836478111313	5.305855500314796	1.0	-2780000.0	-1079000.0	446000.0	-1090000.0	679700.0	-2120000.0	-1661748.8089965791	90.0	360.0	70.0
691	1.1293675699252936	10.006793831001994	3.1648821807331524	1.0	-1584000.0	-1753000.0	-47610.0	-2120000.0	100700.0	-899000.0	-190482.58287829603	40.0	80.0	-60.0
692	-3.234664322062692	8.588449373247943	4.156441922396827	1.0	-114000.0	-303300.0	502900.0	-441900.0	645300.0	63780.0	-959745.4886131927	80.0	170.0	-80.0
693	-1.696990091193537	6.629690489026737	0.4465169752800689	1.0	109700.0	-78280.0	784300.0	4828000.0	-2499000.0	6681000.0	2320570.349392938	80.0	150.0	-70.0
694	-2.0096091203853463	9.472702385515426	3.519915219840246	1.0	-987900.0	-280000.0	-149900.0	-1010000.0	-219000.0	356400.0	-1025716.5113511443	90.0	310.0	-100.0
695	0.1283357248996482	12.285792490555645	3.0487498775089947	1.0	-418200.0	-112800.0	189800.0	-1566000.0	1159000.0	-2631000.0	548719.1536093726	80.0	290.0	-60.0
696	0.760826955379573	6.671720995106858	5.364269456707552	1.0	162100.0	-175200.0	223700.0	-327700.0	436800.0	52970.0	486099.76660708827	35.0	85.0	-160.0
697	-3.3647365214298173	11.66417823106138	5.085048782004255	1.0	-2413000.0	-547500.0	-167000.0	-481800.0	230400.0	-1133000.0	-355523.1454712583	50.0	140.0	-140.0
698	-2.779560173388071	9.500452026246748	2.0811431351801413	1.0	-40090.0	-111900.0	117200.0	-1206000.0	351900.0	-605300.0	-1111797.2271481752	60.0	30.0	-30.0
699	-2.928659986104788	7.60743491504152	3.4613308901523614	1.0	-209500.0	107400.0	-149400.0	1090000.0	-1336000.0	359800.0	174459.9933980828	50.0	155.0	-90.0
700	-2.371070852559843	5.197038840757566	2.530602383909814	1.0	1344000.0	106700.0	1143000.0	1564000.0	-1509000.0	4431000.0	326507.3805949339	65.0	135.0	-80.0
701	-3.5426510241556457	9.659008243146053	4.507758462361937	1.0	143200.0	380900.0	598900.0	579900.0	974000.0	1510000.0	317005.82708038704	55.0	85.0	-120.0
702	0.7231016271080203	11.531932178596389	2.137659109196453	1.0	1125000.0	1353000.0	-672900.0	-912300.0	1160000.0	-4089000.0	-2241515.8615360884	20.0	355.0	60.0
703	-0.7495239638422972	8.913354794566084	2.8175724581125605	1.0	264900.0	2181.0	180600.0	-71330.0	371500.0	-9556.0	383916.30532369396	5.0	185.0	-30.0
704	-0.5608888356395926	6.7055984957479815	3.6757313512101546	1.0	298200.0	534300.0	-108300.0	816400.0	363800.0	-765800.0	-555773.2298327698	10.0	20.0	-40.0
705	0.3372050500137486	7.867933601888073	4.54998129994268	1.0	-1509000.0	-2409000.0	157300.0	-2709000.0	-1270000.0	6729000.0	-3359827.2792509533	70.0	140.0	-30.0
706	-2.34744761999027	8.824564878975567	2.9580909494930308	1.0	-2395000.0	-1560000.0	157400.0	-1359000.0	420900.0	-1057000.0	-2806173.7085502176	60.0	145.0	-60.0
707	1.889635514677047	7.531596558585366	4.87951693127649	1.0	623000.0	199800.0	-659500.0	1902000.0	-2062000.0	2387000.0	532298.5820483023	60.0	140.0	-60.0
708	-0.4955914756623163	6.110449630719844	5.005853008449625	1.0	-1455000.0	-707900.0	-67170.0	-578400.0	118000.0	-16390.0	-310286.0244621699	10.0	150.0	-50.0
709	-6.378294400306082	14.094338338917249	2.720435355474794	1.0	-7457000.0	-4303000.0	3329000.0	-4261000.0	739000.0	1868000.0	-3275737.3100300916	70.0	330.0	-140.0
